"MeterID";"Zone";"ConsumerType";"Date";"EnergyConsumed_kWh";"PeakUsage_kWh";"OutageMinutes";"MeterStatus";"TariffRate"
"M01154";"Central";"Industrial";"2022-05-22";335.03;5.55;3;"Active";7.4
"M01155";"East";"Residential";"2024-05-14";495.51;17.89;11;"Active";3.52
"M01156";"South";"Commercial";"2025-11-26";375.31;36.61;224;"Faulty";5.47
"M01157";"Central";"Residential";"2025-08-31";432.17;31.42;179;"Active";4.83
"M01158";"East";"Industrial";"2026-07-05";707.74;36.19;255;"Active";5.12
"M01159";"Central";"Residential";"2026-10-10";237.27;19.2;246;"Faulty";5.04
"M01160";"North";"Commercial";"2024-06-22";785.23;11.94;88;"Active";5.55
"M01161";"West";"Commercial";"2025-12-31";521.84;33.91;125;"Faulty";5.08
"M01162";"East";"Industrial";"2026-01-27";760.09;8.52;33;"Faulty";5.66
"M01163";"East";"Residential";"2026-08-24";634.33;38.15;1;"Active";3.6
"M01164";"West";"Residential";"2025-09-09";709.45;13.08;80;"Faulty";3.07
"M01165";"Central";"Industrial";"2026-06-24";614.44;16.75;46;"Active";6.22
"M01166";"Central";"Residential";"2023-11-29";585.15;13.1;219;"Active";6.35
"M01167";"South";"Residential";"2025-12-13";628.8;13.79;231;"Faulty";5.49
"M01168";"Central";"Residential";"2023-08-27";396.98;48.23;207;"Faulty";3.91
"M01169";"North";"Commercial";"2024-02-18";742.29;47.88;137;"Active";5.92
"M01170";"East";"Residential";"2024-09-18";140.78;41.56;215;"Faulty";7.13
"M01171";"West";"Commercial";"2024-06-10";543.35;44.25;55;"Active";7.84
"M01172";"North";"Commercial";"2024-11-19";753.26;44.31;68;"Faulty";7.03
"M01173";"East";"Commercial";"2022-01-06";185.07;29.75;251;"Faulty";4.49
"M01174";"West";"Industrial";"2023-11-22";695.07;44.68;173;"Active";4.44
"M01175";"West";"Commercial";"2026-09-12";406.32;13.4;87;"Faulty";7.81
"M01176";"North";"Industrial";"2024-05-04";346.87;30.35;239;"Faulty";4.14
"M01177";"South";"Commercial";"2023-05-07";775.52;13.93;126;"Active";7.69
"M01178";"East";"Commercial";"2025-01-16";785.65;39.12;216;"Active";4.25
"M01179";"Central";"Industrial";"2023-08-08";327.98;26.49;31;"Active";5.35
"M01180";"Central";"Commercial";"2025-02-23";992.29;28.79;151;"Active";4.65
"M01181";"South";"Industrial";"2022-10-14";401.72;39.64;208;"Active";4.07
"M01182";"North";"Commercial";"2022-08-02";807.75;23.79;293;"Faulty";3.51
"M01183";"West";"Commercial";"2026-07-20";559.6;28.75;294;"Faulty";5.61
"M01184";"North";"Residential";"2022-03-20";201.32;31.71;158;"Active";5.39
"M01185";"West";"Commercial";"2022-04-25";220.67;19.35;158;"Faulty";6.8
"M01186";"South";"Commercial";"2022-02-03";495.48;37.53;38;"Active";5.22
"M01187";"Central";"Industrial";"2022-04-17";173.22;31.13;65;"Faulty";5.5
"M01188";"South";"Commercial";"2024-10-26";352.49;36.05;262;"Active";6.14
"M01189";"Central";"Commercial";"2024-01-22";688.56;25.44;221;"Faulty";4.03
"M01190";"South";"Commercial";"2026-08-07";326.05;31.17;247;"Active";4.34
"M01191";"Central";"Commercial";"2023-08-09";979.47;8.11;239;"Faulty";6.67
"M01192";"East";"Industrial";"2023-06-26";815.43;29.0;25;"Faulty";5.32
"M01193";"East";"Residential";"2024-09-10";836.73;12.49;291;"Active";3.4
"M01194";"South";"Commercial";"2023-11-26";975.83;12.2;103;"Faulty";4.75
"M01195";"West";"Commercial";"2022-09-26";892.99;22.11;45;"Active";7.14
"M01196";"North";"Commercial";"2024-07-10";210.74;49.9;165;"Active";3.82
"M01197";"North";"Commercial";"2026-04-20";684.38;35.04;27;"Active";7.85
"M01198";"West";"Commercial";"2026-06-20";887.12;19.0;178;"Active";3.58
"M01199";"East";"Commercial";"2024-06-16";782.75;26.77;274;"Active";6.24
"M01200";"Central";"Residential";"2026-05-18";902.05;15.52;121;"Faulty";4.38
"M01201";"North";"Industrial";"2026-08-24";450.87;25.94;207;"Faulty";5.06
"M01202";"West";"Residential";"2023-01-04";440.0;10.95;24;"Faulty";6.28
"M01203";"North";"Commercial";"2022-11-04";772.24;6.0;298;"Active";6.23
"M01204";"North";"Industrial";"2025-12-05";540.75;39.04;122;"Faulty";4.96
"M01205";"North";"Commercial";"2025-12-09";899.78;34.51;129;"Active";3.77
"M01206";"East";"Industrial";"2026-09-24";159.44;26.15;206;"Faulty";4.13
"M01207";"Central";"Residential";"2023-03-01";352.19;26.33;231;"Faulty";4.28
"M01208";"East";"Residential";"2025-02-26";411.34;33.53;12;"Active";7.26
"M01209";"West";"Commercial";"2024-06-07";263.48;29.99;120;"Faulty";4.38
"M01210";"North";"Residential";"2025-09-01";288.76;22.03;126;"Faulty";4.75
"M01211";"South";"Commercial";"2022-10-22";920.66;40.65;95;"Faulty";4.01
"M01212";"South";"Industrial";"2026-09-17";252.08;42.93;284;"Faulty";6.76
"M01213";"South";"Industrial";"2026-08-03";230.07;19.56;278;"Faulty";4.84
"M01214";"West";"Commercial";"2026-09-22";712.71;49.07;118;"Active";4.71
"M01215";"West";"Residential";"2026-10-13";273.57;45.22;211;"Active";6.92
"M01216";"East";"Industrial";"2024-12-06";629.8;38.76;203;"Faulty";7.15
"M01217";"West";"Commercial";"2022-09-09";736.03;41.01;257;"Active";7.57
"M01218";"North";"Commercial";"2023-05-01";806.97;45.25;131;"Faulty";6.18
"M01219";"East";"Commercial";"2023-01-08";930.56;11.81;262;"Faulty";4.7
"M01220";"North";"Industrial";"2024-11-04";510.02;39.54;141;"Active";6.72
"M01221";"Central";"Commercial";"2023-07-13";651.05;35.55;200;"Faulty";4.0
"M01222";"East";"Commercial";"2024-03-09";521.48;28.16;275;"Faulty";5.24
"M01223";"Central";"Industrial";"2025-06-22";400.44;31.23;171;"Faulty";3.25
"M01224";"North";"Commercial";"2023-03-31";251.57;10.37;113;"Active";7.74
"M01225";"North";"Residential";"2025-12-02";416.17;5.94;247;"Faulty";6.56
"M01226";"North";"Residential";"2026-05-24";697.2;27.07;258;"Faulty";7.4
"M01227";"North";"Industrial";"2026-10-08";596.85;18.32;278;"Active";4.21
"M01228";"Central";"Residential";"2026-04-28";888.49;30.74;278;"Faulty";4.12
"M01229";"South";"Commercial";"2024-12-23";595.33;30.14;178;"Faulty";7.38
"M01230";"North";"Industrial";"2026-06-01";530.0;20.85;240;"Faulty";5.95
"M01231";"West";"Residential";"2023-04-30";943.0;18.42;159;"Active";4.32
"M01232";"West";"Residential";"2025-01-16";903.73;24.35;181;"Active";6.45
"M01233";"East";"Commercial";"2022-05-11";976.0;16.58;36;"Faulty";4.12
"M01234";"North";"Industrial";"2024-02-23";491.71;45.91;77;"Faulty";5.92
"M01235";"East";"Residential";"2026-07-15";657.33;36.67;96;"Active";3.39
"M01236";"Central";"Commercial";"2026-04-29";404.17;30.22;82;"Active";7.46
"M01237";"North";"Industrial";"2026-11-24";558.52;18.56;24;"Faulty";6.09
"M01238";"Central";"Commercial";"2024-08-08";979.19;34.19;73;"Active";6.02
"M01239";"South";"Residential";"2024-03-31";920.67;39.86;182;"Active";7.72
"M01240";"South";"Commercial";"2022-01-07";457.3;38.45;74;"Faulty";5.32
"M01241";"Central";"Industrial";"2023-11-27";602.05;11.33;118;"Faulty";3.29
"M01242";"East";"Commercial";"2022-07-22";312.01;30.71;111;"Faulty";4.96
"M01243";"North";"Residential";"2024-10-21";233.43;8.32;213;"Active";7.12
"M01244";"North";"Industrial";"2025-02-09";753.67;48.1;251;"Faulty";4.04
"M01245";"West";"Industrial";"2023-12-04";323.1;12.16;283;"Active";5.84
"M01246";"North";"Commercial";"2026-05-14";879.84;19.04;184;"Active";3.64
"M01247";"South";"Industrial";"2025-07-31";812.7;35.71;40;"Active";7.02
"M01248";"West";"Industrial";"2024-04-14";104.35;8.22;20;"Active";3.71
"M01249";"Central";"Industrial";"2023-06-14";489.47;22.44;280;"Faulty";3.16
"M01250";"West";"Commercial";"2025-10-13";832.89;33.34;274;"Faulty";5.87
"M01251";"South";"Commercial";"2023-05-03";149.41;41.82;115;"Faulty";5.07
"M01252";"West";"Industrial";"2025-12-13";971.64;23.63;235;"Faulty";3.02
"M01253";"Central";"Industrial";"2025-03-14";667.11;16.92;74;"Active";3.17
"M01254";"East";"Industrial";"2026-11-23";844.13;38.57;32;"Active";5.22
"M01255";"North";"Industrial";"2023-03-14";729.34;6.4;143;"Active";5.87
"M01256";"West";"Industrial";"2023-12-29";197.08;20.35;7;"Active";4.55
"M01257";"South";"Industrial";"2023-06-07";131.3;18.37;180;"Faulty";6.47
"M01258";"East";"Industrial";"2023-03-03";124.87;36.74;108;"Faulty";3.52
"M01259";"Central";"Industrial";"2025-11-10";405.22;28.51;165;"Active";4.95
"M01260";"West";"Commercial";"2023-10-03";562.28;24.12;226;"Active";6.51
"M01261";"South";"Industrial";"2023-06-11";420.29;29.88;16;"Faulty";4.49
"M01262";"South";"Commercial";"2024-01-31";693.15;40.9;154;"Active";4.35
"M01263";"North";"Residential";"2023-09-07";703.86;43.15;212;"Faulty";5.25
"M01264";"South";"Commercial";"2022-11-16";838.66;42.62;71;"Active";4.98
"M01265";"West";"Residential";"2022-07-11";974.43;19.03;255;"Active";3.57
"M01266";"North";"Industrial";"2025-06-14";436.89;25.2;263;"Faulty";3.04
"M01267";"North";"Commercial";"2026-02-28";516.74;26.32;208;"Faulty";3.77
"M01268";"Central";"Residential";"2026-09-01";753.09;19.37;163;"Active";4.61
"M01269";"North";"Commercial";"2025-06-25";583.48;38.65;184;"Faulty";3.41
"M01270";"Central";"Commercial";"2022-05-11";250.16;32.9;222;"Faulty";7.38
"M01271";"South";"Commercial";"2023-07-31";125.96;20.49;119;"Active";3.32
"M01272";"South";"Commercial";"2025-08-10";987.25;16.31;104;"Faulty";5.41
"M01273";"West";"Residential";"2022-09-11";934.43;11.29;237;"Faulty";7.16
"M01274";"South";"Residential";"2024-07-05";711.66;31.79;141;"Active";6.0
"M01275";"Central";"Residential";"2026-12-02";406.4;17.54;114;"Active";7.35
"M01276";"Central";"Residential";"2024-04-27";269.4;10.41;227;"Active";4.41
"M01277";"East";"Industrial";"2022-11-03";570.65;46.42;139;"Faulty";3.25
"M01278";"North";"Industrial";"2026-01-14";205.13;16.68;154;"Faulty";5.05
"M01279";"North";"Commercial";"2024-10-22";409.15;8.58;218;"Active";3.94
"M01280";"North";"Industrial";"2025-06-04";643.74;47.42;272;"Active";3.75
"M01281";"Central";"Residential";"2024-02-26";631.77;43.35;81;"Active";6.4
"M01282";"East";"Residential";"2022-06-26";725.86;32.32;136;"Faulty";3.84
"M01283";"North";"Commercial";"2026-05-31";798.29;45.15;144;"Faulty";3.48
"M01284";"West";"Residential";"2025-04-05";622.42;43.97;274;"Active";7.62
"M01285";"South";"Commercial";"2025-03-04";708.66;47.18;156;"Faulty";4.51
"M01286";"North";"Industrial";"2023-11-16";654.52;49.1;96;"Faulty";7.26
"M01287";"South";"Industrial";"2024-05-30";919.68;43.09;215;"Faulty";3.58
"M01288";"North";"Residential";"2023-12-14";329.73;43.15;209;"Faulty";5.64
"M01289";"West";"Residential";"2023-03-15";958.95;17.37;278;"Active";4.36
"M01290";"East";"Residential";"2022-08-23";560.58;35.8;259;"Active";5.42
"M01291";"Central";"Industrial";"2023-11-09";586.18;37.21;236;"Faulty";6.94
"M01292";"North";"Residential";"2024-08-04";631.8;27.73;116;"Active";7.3
"M01293";"Central";"Residential";"2024-08-05";287.36;5.44;176;"Active";4.67
"M01294";"South";"Industrial";"2022-10-07";387.46;46.91;202;"Active";6.82
"M01295";"Central";"Residential";"2023-03-01";604.1;26.05;80;"Faulty";7.84
"M01296";"South";"Commercial";"2025-07-30";519.36;24.19;144;"Faulty";7.32
"M01297";"North";"Residential";"2024-03-15";931.72;36.96;191;"Active";3.63
"M01298";"East";"Residential";"2024-04-12";412.87;44.72;207;"Active";7.28
"M01299";"Central";"Residential";"2025-07-27";503.56;48.51;67;"Faulty";5.19
"M01300";"South";"Industrial";"2024-06-20";130.32;45.6;214;"Faulty";6.32
"M01301";"East";"Industrial";"2026-06-22";476.93;16.66;72;"Active";6.77
"M01302";"East";"Commercial";"2023-12-23";526.06;16.49;149;"Active";4.84
"M01303";"West";"Residential";"2026-10-17";140.45;42.66;183;"Active";7.09
"M01304";"East";"Commercial";"2026-06-19";696.91;16.47;173;"Active";4.55
"M01305";"Central";"Industrial";"2025-03-26";531.9;17.24;237;"Active";4.51
"M01306";"West";"Industrial";"2023-11-22";986.61;21.27;132;"Faulty";6.81
"M01307";"East";"Industrial";"2025-05-24";753.96;11.07;144;"Active";3.95
"M01308";"West";"Commercial";"2022-09-05";348.33;28.46;140;"Faulty";3.27
"M01309";"West";"Commercial";"2025-05-16";237.55;43.73;116;"Faulty";4.96
"M01310";"North";"Industrial";"2026-04-04";154.55;9.09;22;"Faulty";6.12
"M01311";"West";"Industrial";"2026-11-27";646.61;32.5;179;"Active";5.3
"M01312";"North";"Commercial";"2023-08-30";532.14;49.71;230;"Active";6.47
"M01313";"North";"Commercial";"2025-02-06";750.96;5.03;55;"Faulty";4.89
"M01314";"Central";"Industrial";"2025-04-27";637.27;30.14;116;"Faulty";7.35
"M01315";"South";"Industrial";"2023-08-18";972.22;19.83;65;"Active";3.42
"M01316";"North";"Commercial";"2023-01-06";793.96;43.76;209;"Faulty";7.46
"M01317";"West";"Industrial";"2025-03-20";576.35;23.1;209;"Faulty";6.08
"M01318";"South";"Industrial";"2024-03-14";989.08;30.03;193;"Faulty";4.94
"M01319";"Central";"Commercial";"2023-11-26";426.62;23.44;258;"Active";5.68
"M01320";"South";"Residential";"2022-04-03";759.25;11.54;127;"Active";3.07
"M01321";"South";"Commercial";"2024-10-02";453.42;30.6;37;"Faulty";4.29
"M01322";"West";"Industrial";"2025-12-26";902.89;6.06;197;"Faulty";4.42
"M01323";"Central";"Commercial";"2023-07-03";745.37;37.37;110;"Faulty";3.12
"M01324";"East";"Residential";"2023-06-08";525.58;31.36;93;"Faulty";4.05
"M01325";"East";"Industrial";"2023-07-18";950.93;44.67;191;"Faulty";4.92
"M01326";"East";"Residential";"2023-10-11";605.78;36.9;225;"Faulty";3.14
"M01327";"Central";"Commercial";"2025-05-07";201.69;49.79;253;"Active";4.15
"M01328";"East";"Residential";"2022-10-22";667.41;25.16;132;"Active";6.16
"M01329";"West";"Industrial";"2026-06-30";862.5;25.75;25;"Active";4.76
"M01330";"North";"Commercial";"2026-01-14";356.53;9.41;140;"Active";3.02
"M01331";"Central";"Residential";"2023-11-10";564.88;31.83;61;"Active";4.04
"M01332";"Central";"Residential";"2025-04-08";249.19;7.32;239;"Faulty";4.72
"M01333";"South";"Commercial";"2023-01-01";183.19;33.77;59;"Faulty";4.84
"M01334";"South";"Residential";"2025-12-01";955.62;40.28;123;"Faulty";7.82
"M01335";"West";"Industrial";"2024-09-28";807.67;23.62;174;"Faulty";5.37
"M01336";"East";"Commercial";"2025-12-03";779.02;11.83;278;"Active";6.98
"M01337";"East";"Industrial";"2026-11-01";104.07;14.05;69;"Faulty";3.34
"M01338";"Central";"Residential";"2025-09-30";683.67;12.64;129;"Faulty";5.98
"M01339";"South";"Commercial";"2023-05-07";669.18;41.71;178;"Faulty";7.64
"M01340";"South";"Industrial";"2022-11-26";999.53;43.32;17;"Faulty";7.64
"M01341";"South";"Residential";"2023-12-22";290.48;21.77;268;"Faulty";6.16
"M01342";"East";"Commercial";"2024-10-23";514.7;22.17;75;"Faulty";7.44
"M01343";"Central";"Residential";"2025-08-03";654.32;16.54;181;"Faulty";7.53
"M01344";"East";"Industrial";"2025-03-23";795.11;25.41;7;"Active";4.69
"M01345";"East";"Residential";"2025-09-11";536.4;23.86;273;"Active";4.98
"M01346";"South";"Commercial";"2026-09-29";792.13;48.83;109;"Faulty";7.87
"M01347";"Central";"Residential";"2025-04-08";900.24;40.41;72;"Active";6.12
"M01348";"North";"Commercial";"2024-01-13";330.05;39.95;194;"Active";3.72
"M01349";"North";"Residential";"2025-08-27";401.21;47.54;46;"Active";5.33
"M01350";"East";"Commercial";"2024-06-06";293.16;23.63;96;"Active";4.1
"M01351";"North";"Residential";"2024-09-16";206.41;5.23;87;"Faulty";3.28
"M01352";"East";"Commercial";"2022-08-04";355.59;14.72;153;"Active";7.87
"M01353";"Central";"Commercial";"2024-10-26";726.58;19.64;39;"Active";5.72
"M01354";"West";"Residential";"2022-07-12";979.46;31.95;280;"Faulty";3.31
"M01355";"West";"Residential";"2025-04-01";807.39;43.59;70;"Faulty";5.17
"M01356";"Central";"Commercial";"2023-06-16";251.07;28.93;151;"Active";5.57
"M01357";"North";"Commercial";"2023-09-06";555.91;49.39;133;"Faulty";7.67
"M01358";"North";"Commercial";"2023-11-12";353.16;35.18;81;"Active";7.05
"M01359";"West";"Industrial";"2023-09-16";332.51;23.66;183;"Active";5.12
"M01360";"North";"Industrial";"2022-12-22";283.71;31.7;290;"Active";6.47
"M01361";"Central";"Commercial";"2024-12-30";408.65;28.52;256;"Faulty";6.09
"M01362";"East";"Commercial";"2023-07-06";637.37;11.99;45;"Active";7.21
"M01363";"West";"Industrial";"2026-04-10";397.68;20.8;26;"Active";3.23
"M01364";"West";"Industrial";"2023-03-07";393.58;14.92;33;"Faulty";7.72
"M01365";"Central";"Industrial";"2026-06-02";689.88;41.19;118;"Faulty";7.9
"M01366";"East";"Commercial";"2023-10-17";708.93;48.35;209;"Active";5.13
"M01367";"South";"Commercial";"2022-10-30";492.84;27.63;293;"Active";7.89
"M01368";"South";"Residential";"2024-07-23";504.37;27.22;162;"Faulty";6.18
"M01369";"Central";"Industrial";"2023-06-20";179.82;44.78;55;"Active";3.1
"M01370";"East";"Industrial";"2026-06-20";227.79;13.1;188;"Faulty";5.97
"M01371";"West";"Residential";"2023-10-12";220.62;26.56;183;"Faulty";6.55
"M01372";"South";"Industrial";"2023-12-13";223.53;8.34;230;"Faulty";4.27
"M01373";"West";"Commercial";"2023-09-30";412.41;48.19;175;"Active";6.59
"M01374";"Central";"Residential";"2025-12-18";464.64;11.63;31;"Active";4.01
"M01375";"Central";"Residential";"2023-10-07";391.31;9.89;5;"Faulty";3.33
"M01376";"North";"Industrial";"2023-04-04";679.65;23.7;56;"Faulty";5.82
"M01377";"North";"Industrial";"2023-08-29";130.35;19.66;89;"Faulty";7.32
"M01378";"South";"Industrial";"2023-06-21";270.95;20.57;178;"Active";5.14
"M01379";"East";"Commercial";"2025-06-20";237.06;8.61;167;"Active";4.26
"M01380";"South";"Commercial";"2022-11-21";633.56;34.52;193;"Faulty";3.32
"M01381";"Central";"Industrial";"2024-06-16";460.09;7.1;162;"Faulty";4.25
"M01382";"Central";"Industrial";"2024-06-01";858.36;40.9;50;"Active";4.85
"M01383";"Central";"Industrial";"2023-08-05";809.21;47.61;182;"Faulty";7.87
"M01384";"East";"Industrial";"2024-09-06";585.85;35.58;80;"Active";3.57
"M01385";"South";"Residential";"2023-06-10";290.75;35.78;62;"Faulty";7.59
"M01386";"South";"Industrial";"2024-12-29";309.56;37.93;93;"Faulty";7.87
"M01387";"South";"Commercial";"2024-03-30";842.54;9.07;153;"Active";7.63
"M01388";"East";"Industrial";"2024-12-02";751.32;34.2;274;"Faulty";5.33
"M01389";"Central";"Residential";"2025-07-16";993.41;24.0;196;"Faulty";6.4
"M01390";"South";"Industrial";"2026-01-02";193.21;14.08;90;"Faulty";5.56
"M01391";"North";"Residential";"2024-12-11";367.17;40.03;53;"Faulty";4.8
"M01392";"East";"Commercial";"2025-08-25";662.41;9.67;189;"Active";7.74
"M01393";"East";"Commercial";"2023-11-27";363.39;32.21;139;"Active";5.09
"M01394";"East";"Residential";"2024-07-28";167.8;23.6;18;"Faulty";3.27
"M01395";"Central";"Industrial";"2026-01-06";376.49;43.24;103;"Faulty";4.17
"M01396";"North";"Industrial";"2025-02-08";756.08;33.66;252;"Active";7.41
"M01397";"Central";"Residential";"2026-10-08";194.94;43.32;194;"Faulty";5.38
"M01398";"West";"Commercial";"2025-03-30";478.72;40.09;91;"Faulty";5.24
"M01399";"Central";"Industrial";"2022-04-20";319.03;30.31;184;"Faulty";6.27
"M01400";"Central";"Industrial";"2026-07-15";271.27;14.73;144;"Active";5.39
"M01401";"West";"Residential";"2022-07-30";360.25;44.19;73;"Active";4.01
"M01402";"South";"Residential";"2026-09-21";201.19;23.49;36;"Active";4.42
"M01403";"East";"Residential";"2024-05-10";586.78;43.99;137;"Faulty";3.31
"M01404";"East";"Residential";"2022-10-23";340.51;17.8;207;"Faulty";3.43
"M01405";"North";"Residential";"2024-11-16";353.34;30.36;228;"Active";3.85
"M01406";"North";"Industrial";"2025-10-04";139.69;47.62;251;"Active";6.14
"M01407";"Central";"Industrial";"2023-05-28";790.73;35.65;53;"Active";7.27
"M01408";"South";"Industrial";"2024-08-02";905.43;24.11;191;"Faulty";4.53
"M01409";"Central";"Residential";"2026-04-16";684.5;26.23;41;"Faulty";4.93
"M01410";"Central";"Industrial";"2025-03-12";372.96;18.85;275;"Active";6.64
"M01411";"Central";"Commercial";"2023-06-20";802.71;32.9;198;"Active";5.16
"M01412";"North";"Residential";"2023-06-01";828.32;25.86;296;"Active";7.65
"M01413";"South";"Commercial";"2025-02-01";377.43;45.45;95;"Active";5.39
"M01414";"Central";"Commercial";"2026-08-08";510.5;8.82;159;"Faulty";3.91
"M01415";"South";"Commercial";"2026-09-24";535.32;9.6;49;"Active";6.94
"M01416";"South";"Commercial";"2024-09-23";291.43;22.61;152;"Faulty";4.88
"M01417";"West";"Residential";"2023-10-01";929.21;25.53;132;"Faulty";5.5
"M01418";"South";"Residential";"2026-02-24";858.36;28.67;189;"Active";6.78
"M01419";"Central";"Commercial";"2026-10-27";500.63;28.65;2;"Active";6.54
"M01420";"East";"Residential";"2024-09-30";944.49;8.19;169;"Faulty";3.25
"M01421";"West";"Industrial";"2025-04-08";673.57;7.25;282;"Active";6.87
"M01422";"North";"Residential";"2024-12-19";477.55;19.51;129;"Faulty";6.42
"M01423";"East";"Residential";"2022-05-31";674.32;19.1;286;"Active";5.59
"M01424";"North";"Residential";"2024-08-18";221.34;9.16;123;"Faulty";6.34
"M01425";"Central";"Residential";"2025-08-06";236.77;28.01;137;"Faulty";6.46
"M01426";"East";"Commercial";"2025-03-19";481.8;33.6;191;"Active";3.38
"M01427";"East";"Commercial";"2025-01-06";522.46;38.25;77;"Active";6.5
"M01428";"East";"Commercial";"2022-05-02";239.46;27.98;269;"Active";5.97
"M01429";"North";"Industrial";"2022-03-29";286.48;33.86;227;"Active";6.14
"M01430";"East";"Residential";"2026-04-24";431.73;31.95;178;"Faulty";5.63
"M01431";"East";"Residential";"2022-10-27";501.46;39.15;9;"Active";3.99
"M01432";"Central";"Residential";"2022-06-16";758.6;24.69;65;"Faulty";5.94
"M01433";"Central";"Commercial";"2023-04-05";249.67;5.18;154;"Active";4.5
"M01434";"South";"Residential";"2023-02-19";767.56;49.46;159;"Active";7.95
"M01435";"South";"Commercial";"2024-05-24";783.68;44.32;63;"Faulty";4.41
"M01436";"North";"Industrial";"2023-08-12";626.47;5.34;150;"Active";4.08
"M01437";"North";"Commercial";"2023-07-25";573.52;17.45;114;"Faulty";4.12
"M01438";"South";"Residential";"2022-03-03";123.97;23.37;221;"Faulty";4.46
"M01439";"South";"Residential";"2026-03-23";990.57;35.23;165;"Faulty";4.58
"M01440";"North";"Residential";"2024-08-01";692.89;11.62;295;"Active";5.49
"M01441";"East";"Industrial";"2025-06-20";414.68;33.04;174;"Faulty";6.17
"M01442";"West";"Industrial";"2022-10-04";695.49;29.59;18;"Faulty";4.14
"M01443";"Central";"Industrial";"2026-07-09";369.03;31.31;28;"Active";7.24
"M01444";"South";"Residential";"2024-04-08";451.19;14.24;101;"Active";3.57
"M01445";"East";"Residential";"2022-07-07";725.3;23.62;214;"Active";5.37
"M01446";"East";"Commercial";"2022-08-18";324.3;11.0;226;"Active";5.23
"M01447";"North";"Industrial";"2026-09-12";177.11;38.91;240;"Faulty";6.66
"M01448";"West";"Commercial";"2023-11-02";780.88;28.68;192;"Active";7.96
"M01449";"East";"Industrial";"2023-05-13";360.32;25.19;103;"Faulty";4.31
"M01450";"West";"Residential";"2022-06-23";344.07;34.29;181;"Active";3.99
"M01451";"South";"Industrial";"2024-11-13";462.06;27.09;203;"Active";6.74
"M01452";"East";"Commercial";"2025-04-22";360.84;43.03;291;"Faulty";5.97
"M01453";"West";"Residential";"2024-04-12";951.71;12.54;216;"Active";7.9
"M01454";"South";"Commercial";"2022-04-15";196.45;10.51;154;"Active";4.41
"M01455";"North";"Industrial";"2023-12-18";581.05;36.22;34;"Faulty";6.06
"M01456";"North";"Residential";"2022-04-06";228.01;43.07;133;"Active";5.78
"M01457";"East";"Industrial";"2026-02-27";336.42;6.76;230;"Faulty";4.28
"M01458";"East";"Residential";"2025-05-20";963.7;21.1;244;"Faulty";7.32
"M01459";"Central";"Commercial";"2023-02-10";246.43;12.41;149;"Faulty";7.15
"M01460";"West";"Residential";"2022-01-28";859.93;45.96;160;"Active";6.72
"M01461";"East";"Commercial";"2022-05-02";705.6;38.59;184;"Faulty";3.66
"M01462";"Central";"Residential";"2026-01-29";434.23;14.04;88;"Faulty";5.87
"M01463";"East";"Commercial";"2023-02-13";963.86;11.33;16;"Faulty";5.11
"M01464";"West";"Industrial";"2022-08-04";941.23;32.51;111;"Faulty";4.44
"M01465";"West";"Residential";"2022-07-31";366.8;39.72;124;"Active";6.85
"M01466";"South";"Residential";"2022-07-30";690.03;37.2;135;"Active";4.2
"M01467";"Central";"Industrial";"2024-05-24";426.38;33.56;77;"Faulty";5.98
"M01468";"East";"Residential";"2024-08-01";702.33;28.23;216;"Active";4.27
"M01469";"East";"Commercial";"2026-10-05";732.77;17.21;148;"Active";5.17
"M01470";"West";"Residential";"2025-04-08";798.78;8.52;61;"Faulty";5.62
"M01471";"West";"Residential";"2022-09-27";215.61;27.7;73;"Faulty";5.6
"M01472";"West";"Residential";"2025-09-11";119.89;32.3;166;"Active";7.91
"M01473";"West";"Residential";"2022-04-15";716.58;43.21;44;"Faulty";3.2
"M01474";"North";"Residential";"2025-11-23";140.54;5.55;19;"Active";5.74
"M01475";"South";"Residential";"2022-02-21";508.11;37.64;124;"Active";7.03
"M01476";"Central";"Industrial";"2023-01-23";389.33;26.26;135;"Active";3.27
"M01477";"South";"Residential";"2023-01-07";389.72;19.71;269;"Faulty";6.29
"M01478";"North";"Industrial";"2023-02-05";249.28;7.85;17;"Faulty";6.95
"M01479";"North";"Commercial";"2022-01-29";130.3;40.71;290;"Active";6.69
"M01480";"Central";"Residential";"2024-02-07";562.52;11.29;297;"Faulty";3.49
"M01481";"East";"Industrial";"2022-10-06";387.88;37.83;105;"Active";5.75
"M01482";"South";"Residential";"2026-03-20";857.62;45.85;145;"Active";4.8
"M01483";"West";"Industrial";"2026-09-07";110.92;41.86;87;"Active";4.16
"M01484";"Central";"Commercial";"2025-06-03";268.55;27.25;111;"Faulty";7.08
"M01485";"North";"Industrial";"2023-01-30";367.88;29.96;8;"Active";6.75
"M01486";"North";"Commercial";"2022-08-19";542.29;24.44;252;"Faulty";4.7
"M01487";"South";"Residential";"2023-10-26";108.62;41.3;65;"Active";4.54
"M01488";"South";"Industrial";"2026-10-09";248.37;34.96;27;"Active";6.63
"M01489";"North";"Industrial";"2022-05-02";174.18;45.61;34;"Active";6.41
"M01490";"Central";"Industrial";"2026-10-30";967.97;8.75;98;"Faulty";7.51
"M01491";"East";"Commercial";"2024-10-23";846.67;13.26;102;"Faulty";4.69
"M01492";"South";"Industrial";"2026-10-25";813.14;41.87;0;"Active";5.36
"M01493";"North";"Commercial";"2024-02-06";567.99;24.74;214;"Active";4.5
